shared,SOG_ID,OG_ID,V.destructor,V.jacobsoni,T.mercedesae,M.occidentalis,I.scapularis,T.urticae,AncestralClade,GOTerms
3,ANFT,ANFT-0001,LOC111254524,LOC111270768,maker-scaffold0000007798-augustus-gene-0*7-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANSX,ANSX-0001,LOC111254581,LOC111267214,maker-scaffold0000003842-exonerate_est2genome-gene-0*0-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABMC,ABMC-0003,LOC111254585,LOC111270687,NONE,LOC100898748,NONE,NONE,to_mocc,GO:0016746;GO:0008152
3,AMWC,AMWC-0001,LOC111254588,LOC111263669,maker-scaffold0000003439-augustus-gene-0*5-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ALHG,ALHG-0001,LOC111254592,NONE,maker-scaffold0000000390-augustus-gene-0*33-mRNA-1,LOC100908543,NONE,NONE,to_mocc,NA
3,ANUF,ANUF-0001,LOC111254618,LOC111259399,augustus-scaffold0000002635-processed-gene-0*14-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMXF,AMXF-0001,LOC111254620,LOC111263182,maker-scaffold0000023446-augustus-gene-0*38-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANLM,ANLM-0001,LOC111254649,LOC111259657,maker-scaffold0000000274-augustus-gene-0*20-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMFX,AMFX-0001,LOC111254692,LOC111273286,augustus-scaffold0000010928-processed-gene-0*6-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0005515
3,ABCG,ABCG-0046,LOC111254693,LOC111268355,augustus-scaffold0000010644-processed-gene-0*16-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0042302
3,ANVE,ANVE-0001,LOC111254707,LOC111268139,maker-scaffold0000008771-exonerate_est2genome-gene-0*1-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANIW,ANIW-0001,LOC111254712,LOC111270086,maker-scaffold0000001076-augustus-gene-0*39-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0044464
3,ANJY,ANJY-0001,LOC111254715,LOC111271682,maker-scaffold0000006170-augustus-gene-0*4-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMSN,AMSN-0001,LOC111254730,NONE,maker-scaffold0000024990-augustus-gene-0*7-mRNA-1,LOC100900028,NONE,NONE,to_mocc,NA
3,ABCO,ABCO-0037,LOC111254739,LOC111266921,genemark-scaffold0000027820-processed-gene-0*10-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0005634;GO:0043565;GO:0003700;GO:0006355
3,ANMG,ANMG-0001,LOC111254744,LOC111263680,maker-scaffold0000006853-augustus-gene-0*50-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMYQ,AMYQ-0001,LOC111254754,LOC111268293,maker-scaffold0000002982-augustus-gene-0*10-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABCO,ABCO-0036,LOC111254762,LOC111260055,NONE,NONE,NONE,LOC107365092,ROOT,GO:0043565;GO:0006355
3,ABFH,ABFH-0011,LOC111254765,LOC111270728,maker-scaffold0000004772-augustus-gene-0*9-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANLQ,ANLQ-0001,LOC111254777,LOC111260283,maker-scaffold0000011432-augustus-gene-0*11-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANOD,ANOD-0001,LOC111254794,LOC111264816,maker-scaffold0000005093-augustus-gene-0*5-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANKR,ANKR-0001,LOC111254798,LOC111259651,genemark-scaffold0000000363-processed-gene-0*3-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANHC,ANHC-0001,LOC111254802,LOC111269225,maker-scaffold0000003699-augustus-gene-0*16-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANBQ,ANBQ-0001,LOC111254805,LOC111265799,genemark-scaffold0000000217-processed-gene-0*3-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANMS,ANMS-0001,LOC111254814,LOC111267674,maker-scaffold0000026182-augustus-gene-0*21-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANMT,ANMT-0001,LOC111254816,LOC111267753,maker-scaffold0000026182-augustus-gene-0*22-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABFJ,ABFJ-0012,LOC111254819,LOC111267627,maker-scaffold0000006779-augustus-gene-0*11-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0009526;GO:0044425;GO:0009507;GO:0001523;GO:0097458;GO:0019866;GO:0012505;GO:0048522;GO:0016616;GO:0009887;GO:0009966;GO:0005886;GO:0005515
3,AEKW,AEKW-0002,LOC111254823,LOC111272482,genemark-scaffold0000002944-processed-gene-0*2-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0006520;GO:0004067;GO:0005515
3,ACQU,ACQU-0004,LOC111254824,LOC111267659,maker-scaffold0000003042-augustus-gene-0*15-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0003677;GO:0006355
3,ANLF,ANLF-0001,LOC111254825,LOC111267670,maker-scaffold0000003042-augustus-gene-0*17-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABZC,ABZC-0004,LOC111254826,LOC111272036,maker-scaffold0000000432-augustus-gene-0*7-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0008474;GO:0072657;GO:0018345;GO:1905668;GO:0002084;GO:1902817;GO:0014069;GO:0055038;GO:0005886;GO:0005515
3,ANHF,ANHF-0001,LOC111254830,LOC111267626,maker-scaffold0000000634-augustus-gene-0*17-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMHD,AMHD-0001,LOC111254834,LOC111267219,genemark-scaffold0000009823-processed-gene-0*26-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABNO,ABNO-0006,LOC111254836,LOC111264240,augustus-scaffold0000017596-processed-gene-0*6-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0007275;GO:0044424;GO:0018022;GO:0016569;GO:0048522;GO:0048523;GO:0016278;GO:0005515;GO:0006355
3,AMXT,AMXT-0001,LOC111254867,LOC111260670,maker-scaffold0000011721-augustus-gene-0*12-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0005634;GO:0030529;GO:0003723;GO:0006396
3,APTU,APTU-0001,LOC111254889,NONE,NONE,NONE,IscW_ISCW009566,LOC107365043,ROOT,NA
3,AEJV,AEJV-0002,LOC111254896,LOC111262111,maker-scaffold0000001452-augustus-gene-0*50-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANFE,ANFE-0001,LOC111254911,LOC111260687,maker-scaffold0000028575-augustus-gene-0*61-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0015631
3,ARBW,ARBW-0001,LOC111254965,LOC111270178,NONE,LOC100902777,NONE,NONE,to_mocc,NA
3,ANPU,ANPU-0001,LOC111254998,LOC111272707,augustus-scaffold0000000380-processed-gene-0*9-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANPK,ANPK-0001,LOC111255013,LOC111264905,augustus-scaffold0000015217-processed-gene-0*22-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABCM,ABCM-0019,LOC111255026,LOC111263666,maker-scaffold0000012587-augustus-gene-0*3-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0016021;GO:0042626;GO:0005524;GO:0055085
3,AGOP,AGOP-0001,LOC111255028,NONE,maker-scaffold0000003615-augustus-gene-0*3-mRNA-1,LOC100897809,NONE,NONE,to_mocc,NA
3,ANUG,ANUG-0001,LOC111255067,LOC111272044,maker-scaffold0000018511-augustus-gene-0*82-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANGT,ANGT-0001,LOC111255072,LOC111260739,maker-scaffold0000006996-augustus-gene-0*10-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABCD,ABCD-0044,LOC111255088,NONE,maker-scaffold0000029520-augustus-gene-0*28-mRNA-1,LOC100909040,NONE,NONE,to_mocc,GO:0006508;GO:0004252
3,ANIJ,ANIJ-0001,LOC111255155,LOC111263449,maker-scaffold0000006352-augustus-gene-0*8-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANOC,ANOC-0001,LOC111255201,LOC111261767,maker-scaffold0000030923-augustus-gene-0*30-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABWX,ABWX-0003,LOC111255203,LOC111267411,maker-scaffold0000007182-augustus-gene-0*35-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0006352;GO:0003677
3,ASHF,ASHF-0001,LOC111255212,NONE,genemark-scaffold0000020127-processed-gene-0*3-mRNA-1,NONE,IscW_ISCW023647,NONE,to_isca,GO:0008270;GO:0003677
3,ABNU,ABNU-0004,LOC111255222,LOC111273414,NONE,NONE,IscW_ISCW016004,NONE,to_isca,GO:0045454;GO:0055114;GO:0051920
3,ANVC,ANVC-0001,LOC111255246,LOC111260107,maker-scaffold0000012881-augustus-gene-0*3-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMHY,AMHY-0001,LOC111255261,LOC111270578,maker-scaffold0000005861-augustus-gene-0*6-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMVX,AMVX-0001,LOC111255303,LOC111267868,maker-scaffold0000012414-augustus-gene-0*6-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0005509
3,AOYN,AOYN-0001,LOC111255370,LOC111261488,augustus-scaffold0000004013-processed-gene-0*4-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AOYH,AOYH-0001,LOC111255385,LOC111261197,augustus-scaffold0000008490-processed-gene-0*29-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0005515
3,ANFH,ANFH-0001,LOC111255386,LOC111261198,maker-scaffold0000008490-exonerate_est2genome-gene-0*1-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AMUV,AMUV-0001,LOC111255409,LOC111267424,NONE,LOC100898084,NONE,NONE,to_mocc,GO:0006366;GO:0046982
3,AMSY,AMSY-0001,LOC111255411,LOC111273031,NONE,LOC108864361,NONE,NONE,to_mocc,NA
3,AMHU,AMHU-0001,LOC111255431,LOC111263579,maker-scaffold0000023255-augustus-gene-0*25-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABCS,ABCS-0020,LOC111255432,LOC111271675,NONE,LOC100908515,NONE,NONE,to_mocc,GO:0044444;GO:0048513;GO:0043227;GO:0051179;GO:0007154;GO:0043229;GO:0005515;GO:0098609;GO:2000026;GO:0002376;GO:0008016;GO:0005911;GO:0048699;GO:0023052;GO:0031012;GO:0009986;GO:0044459;GO:0016043;GO:0050896;GO:0050794;GO:0043005
3,AKUL,AKUL-0001,LOC111255475,LOC111259392,genemark-scaffold0000023567-processed-gene-0*10-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ABCP,ABCP-0020,LOC111255492,LOC111273071,NONE,LOC100900487,NONE,NONE,to_mocc,GO:0016021
3,ABGJ,ABGJ-0009,LOC111255497,LOC111269450,NONE,LOC100899656,NONE,NONE,to_mocc,GO:0080019
3,ABDQ,ABDQ-0015,LOC111255537,LOC111272176,maker-scaffold0000009856-augustus-gene-0*22-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0000786;GO:0046982;GO:0003677;GO:0005634
3,ANHE,ANHE-0001,LOC111255553,LOC111262642,genemark-scaffold0000012304-processed-gene-0*3-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ANLR,ANLR-0001,LOC111255562,LOC111265525,maker-scaffold0000016260-exonerate_est2genome-gene-0*0-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,ALIH,ALIH-0002,LOC111255568,LOC111272171,augustus-scaffold0000021529-processed-gene-0*15-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0005515
3,AMHR,AMHR-0001,LOC111255577,LOC111271663,genemark-scaffold0000004681-processed-gene-0*5-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0003676
3,AMWN,AMWN-0001,LOC111255596,LOC111271362,maker-scaffold0000009737-augustus-gene-0*20-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AGBF,AGBF-0002,LOC111255610,LOC111264212,augustus-scaffold0000000974-processed-gene-0*9-mRNA-1,NONE,NONE,NONE,to_tmer,GO:0005739
3,ANWJ,ANWJ-0001,LOC111255617,LOC111272927,NONE,NONE,IscW_ISCW003263,NONE,to_isca,GO:0005515
3,ANFY,ANFY-0001,LOC111255618,LOC111261865,augustus-scaffold0000024714-processed-gene-0*20-mRNA-1,NONE,NONE,NONE,to_tmer,NA
3,AJHF,AJHF-0001,NONE,LOC111258674,augustus-scaffold0000017392-processed-gene-0*5-mRNA-1,LOC100908369,NONE,NONE,to_mocc,NA
3,ADIP,ADIP-0001,NONE,LOC111258710,NONE,LOC100909245,IscW_ISCW016139,NONE,to_isca,NA
3,ADTJ,ADTJ-0001,NONE,LOC111258960,maker-scaffold0000018467-augustus-gene-0*31-mRNA-1,LOC100903812,NONE,NONE,to_mocc,NA
3,ABPC,ABPC-0003,NONE,LOC111259146,NONE,NONE,IscW_ISCW020540,LOC107369275,ROOT,NA
3,AMSF,AMSF-0001,NONE,LOC111259563,maker-scaffold0000010253-augustus-gene-0*18-mRNA-1,LOC100902733,NONE,NONE,to_mocc,NA
3,ABHU,ABHU-0003,NONE,LOC111259568,NONE,NONE,IscW_ISCW001663,LOC107371257,ROOT,NA
3,AMYI,AMYI-0001,NONE,LOC111259841,genemark-scaffold0000033466-processed-gene-0*21-mRNA-1,NONE,IscW_ISCW006361,NONE,to_isca,NA
3,ACYT,ACYT-0002,NONE,LOC111259906,NONE,NONE,IscW_ISCW016060,LOC107363030,ROOT,GO:0003723;GO:0004831;GO:0005524;GO:0006437;GO:0005737
3,ALMB,ALMB-0001,NONE,LOC111259946,maker-scaffold0000006667-augustus-gene-0*45-mRNA-1,LOC100904317,NONE,NONE,to_mocc,NA
3,AMQF,AMQF-0001,NONE,LOC111260162,maker-scaffold0000001144-augustus-gene-0*5-mRNA-1,LOC100904547,NONE,NONE,to_mocc,NA
3,ABGM,ABGM-0009,NONE,LOC111260206,maker-scaffold0000004411-augustus-gene-0*29-mRNA-1,LOC100900200,NONE,NONE,to_mocc,NA
3,AMPG,AMPG-0001,NONE,LOC111260424,maker-scaffold0000011724-augustus-gene-0*36-mRNA-1,LOC100909081,NONE,NONE,to_mocc,NA
3,AHPC,AHPC-0001,NONE,LOC111260438,augustus-scaffold0000027932-processed-gene-0*14-mRNA-1,LOC100908794,NONE,NONE,to_mocc,NA
3,AOIM,AOIM-0001,NONE,LOC111260522,maker-scaffold0000013358-augustus-gene-0*3-mRNA-1,LOC100903142,NONE,NONE,to_mocc,NA
3,ACYH,ACYH-0002,NONE,LOC111260726,augustus-scaffold0000033859-processed-gene-0*33-mRNA-1,LOC100903038,NONE,NONE,to_mocc,NA
3,AMSB,AMSB-0001,NONE,LOC111260951,maker-scaffold0000001264-augustus-gene-0*7-mRNA-1,LOC100906741,NONE,NONE,to_mocc,NA
3,ADBM,ADBM-0002,NONE,LOC111261368,maker-scaffold0000028242-augustus-gene-0*27-mRNA-1,NONE,IscW_ISCW001116,NONE,to_isca,NA
3,ABCH,ABCH-0013,NONE,LOC111261430,NONE,NONE,IscW_ISCW016440,LOC107359564,ROOT,NA
3,ABIT,ABIT-0001,NONE,LOC111261627,maker-scaffold0000012576-exonerate_protein2genome-gene-0*1-mRNA-1,LOC108863713,NONE,NONE,to_mocc,NA
3,AOEL,AOEL-0001,NONE,LOC111262650,genemark-scaffold0000024546-processed-gene-0*3-mRNA-1,LOC100902291,NONE,NONE,to_mocc,NA
3,AMRO,AMRO-0001,NONE,LOC111262766,maker-scaffold0000007169-augustus-gene-0*20-mRNA-1,LOC100899039,NONE,NONE,to_mocc,NA
3,AKBH,AKBH-0002,NONE,LOC111263667,maker-scaffold0000012211-augustus-gene-0*59-mRNA-1,LOC100905044,NONE,NONE,to_mocc,NA
3,AMRY,AMRY-0001,NONE,LOC111264050,maker-scaffold0000001839-augustus-gene-0*26-mRNA-1,LOC100908554,NONE,NONE,to_mocc,NA
3,AMUP,AMUP-0001,NONE,LOC111264370,maker-scaffold0000031529-augustus-gene-0*31-mRNA-1,LOC100902564,NONE,NONE,to_mocc,NA
3,AMOP,AMOP-0001,NONE,LOC111264553,maker-scaffold0000000397-augustus-gene-0*40-mRNA-1,LOC100901666,NONE,NONE,to_mocc,NA
3,ADSX,ADSX-0001,NONE,LOC111264572,maker-scaffold0000010850-augustus-gene-0*8-mRNA-1,LOC100897136,NONE,NONE,to_mocc,NA
3,ASCZ,ASCZ-0001,NONE,LOC111265163,genemark-scaffold0000002993-processed-gene-0*3-mRNA-1,NONE,IscW_ISCW012607,NONE,to_isca,NA
3,ADIB,ADIB-0002,NONE,LOC111265193,augustus-scaffold0000018282-processed-gene-0*14-mRNA-1,LOC100897717,NONE,NONE,to_mocc,GO:0004842;GO:0023051;GO:0001784;GO:0007166;GO:0005634;GO:0004871;GO:0005509
3,ABCI,ABCI-0009,NONE,LOC111265255,NONE,NONE,IscW_ISCW003018,LOC107369314,ROOT,NA
3,AMTC,AMTC-0001,NONE,LOC111265331,maker-scaffold0000006828-augustus-gene-0*26-mRNA-1,LOC100907891,NONE,NONE,to_mocc,NA
3,AEIF,AEIF-0002,NONE,LOC111265899,augustus-scaffold0000000170-processed-gene-0*17-mRNA-1,LOC100902896,NONE,NONE,to_mocc,NA
3,AMTX,AMTX-0001,NONE,LOC111266071,maker-scaffold0000023356-augustus-gene-0*27-mRNA-1,LOC100899990,NONE,NONE,to_mocc,NA
3,ALIH,ALIH-0001,NONE,LOC111266086,maker-scaffold0000002402-exonerate_est2genome-gene-0*0-mRNA-1,LOC108864298,NONE,NONE,to_mocc,NA
3,ACVP,ACVP-0002,NONE,LOC111266217,genemark-scaffold0000001428-processed-gene-0*2-mRNA-1,NONE,NONE,LOC107370754,ROOT,NA
3,ADTM,ADTM-0002,NONE,LOC111266509,augustus-scaffold0000009283-processed-gene-0*6-mRNA-1,NONE,IscW_ISCW021243,NONE,to_isca,NA
3,AMQZ,AMQZ-0001,NONE,LOC111267391,augustus-scaffold0000011430-processed-gene-0*4-mRNA-1,LOC100898658,NONE,NONE,to_mocc,NA
3,ARQC,ARQC-0001,NONE,LOC111267636,maker-scaffold0000025402-augustus-gene-0*21-mRNA-1,LOC108864813,NONE,NONE,to_mocc,NA
3,AEOI,AEOI-0001,NONE,LOC111267763,NONE,NONE,IscW_ISCW000964,LOC107368022,ROOT,GO:0005524;GO:0004672;GO:0006468
3,ABCF,ABCF-0030,NONE,LOC111268064,augustus-scaffold0000015637-processed-gene-0*11-mRNA-1,LOC100900501,NONE,NONE,to_mocc,NA
3,AMTP,AMTP-0001,NONE,LOC111268164,maker-scaffold0000026393-augustus-gene-0*15-mRNA-1,LOC100905058,NONE,NONE,to_mocc,NA
3,ABFT,ABFT-0001,NONE,LOC111268376,genemark-scaffold0000012622-processed-gene-0*19-mRNA-1,LOC108863836,NONE,NONE,to_mocc,NA
3,AJBL,AJBL-0001,NONE,LOC111268382,NONE,NONE,IscW_ISCW009748,LOC107371339,ROOT,GO:0009605;GO:0045578;GO:0010033;GO:0001819;GO:0016020;GO:0022607;GO:0006390;GO:0005759;GO:0045597;GO:0010942;GO:0007005;GO:0051049;GO:0003690;GO:0032392;GO:0045638;GO:0051052;GO:0000400;GO:0003723;GO:0001934;GO:1902533;GO:0008301;GO:0030334;GO:0006310;GO:0006974;GO:0032991;GO:0040017;GO:0008134;GO:0006357;GO:0005634;GO:0045893;GO:0045089;GO:0043232;GO:0044212;GO:0065009
3,AEFT,AEFT-0001,NONE,LOC111268521,NONE,LOC100899649,IscW_ISCW007047,NONE,to_isca,NA
3,AEIV,AEIV-0001,NONE,LOC111269258,maker-scaffold0000004692-augustus-gene-0*32-mRNA-1,NONE,IscW_ISCW019650,NONE,to_isca,NA
3,APCQ,APCQ-0001,NONE,LOC111269316,maker-scaffold0000002392-augustus-gene-0*25-mRNA-1,NONE,NONE,LOC107361398,ROOT,NA
3,ANXT,ANXT-0001,NONE,LOC111269394,NONE,NONE,IscW_ISCW014562,LOC107368006,ROOT,NA
3,ADKM,ADKM-0001,NONE,LOC111269614,maker-scaffold0000023398-augustus-gene-0*130-mRNA-1,LOC100907194,NONE,NONE,to_mocc,NA
3,AMOT,AMOT-0001,NONE,LOC111269760,maker-scaffold0000000161-exonerate_protein2genome-gene-0*14-mRNA-1,LOC100901049,NONE,NONE,to_mocc,NA
3,AWHV,AWHV-0001,NONE,LOC111269865,augustus-scaffold0000007352-processed-gene-0*8-mRNA-1,NONE,IscW_ISCW023914,NONE,to_isca,NA
3,ACSK,ACSK-0001,NONE,LOC111270019,genemark-scaffold0000008722-processed-gene-0*2-mRNA-1,LOC100898080,NONE,NONE,to_mocc,NA
3,ABCF,ABCF-0023,NONE,LOC111270026,NONE,NONE,IscW_ISCW020978,LOC107367939,ROOT,NA
3,AKOL,AKOL-0001,NONE,LOC111270141,maker-scaffold0000003187-augustus-gene-0*7-mRNA-1,LOC100901133,NONE,NONE,to_mocc,NA
3,AMPQ,AMPQ-0001,NONE,LOC111270449,maker-scaffold0000006006-augustus-gene-0*49-mRNA-1,LOC100907923,NONE,NONE,to_mocc,NA
3,AGBS,AGBS-0002,NONE,LOC111270464,maker-scaffold0000000788-augustus-gene-0*12-mRNA-1,NONE,IscW_ISCW017231,NONE,to_isca,NA
3,ADQH,ADQH-0002,NONE,LOC111270491,NONE,LOC100903238,IscW_ISCW022933,NONE,to_isca,NA
3,AHBW,AHBW-0001,NONE,LOC111270534,NONE,LOC100901336,NONE,LOC107370345,ROOT,NA
3,ADBX,ADBX-0001,NONE,LOC111270537,NONE,NONE,IscW_ISCW024323,LOC107370684,ROOT,GO:0005509;GO:0005515
3,AMVF,AMVF-0001,NONE,LOC111270805,maker-scaffold0000025075-augustus-gene-0*6-mRNA-1,LOC100901943,NONE,NONE,to_mocc,NA
3,ABCQ,ABCQ-0026,NONE,LOC111271301,maker-scaffold0000010419-augustus-gene-0*18-mRNA-1,LOC100907550,NONE,NONE,to_mocc,NA
3,AMQB,AMQB-0001,NONE,LOC111271423,augustus-scaffold0000007536-processed-gene-0*30-mRNA-1,LOC100908914,NONE,NONE,to_mocc,NA
3,AGBY,AGBY-0001,NONE,LOC111271707,genemark-scaffold0000029208-processed-gene-0*13-mRNA-1,NONE,IscW_ISCW007063,NONE,to_isca,NA
3,AMPU,AMPU-0001,NONE,LOC111272127,maker-scaffold0000010859-exonerate_est2genome-gene-0*0-mRNA-1,LOC108865290,NONE,NONE,to_mocc,NA
3,ANQW,ANQW-0001,NONE,LOC111272355,augustus-scaffold0000005826-processed-gene-0*2-mRNA-1,NONE,IscW_ISCW008916,NONE,to_isca,NA
3,ACLI,ACLI-0001,NONE,LOC111272645,NONE,NONE,IscW_ISCW009377,LOC107361169,ROOT,GO:0048786
3,ACVT,ACVT-0002,NONE,LOC111272712,maker-scaffold0000011274-augustus-gene-0*64-mRNA-1,LOC100907509,NONE,NONE,to_mocc,NA
3,ACGQ,ACGQ-0002,NONE,LOC111272775,maker-scaffold0000015686-augustus-gene-0*11-mRNA-1,LOC108864468,NONE,NONE,to_mocc,NA
3,ABQH,ABQH-0001,NONE,LOC111272777,NONE,NONE,IscW_ISCW003955,LOC107360036,ROOT,GO:0015267;GO:0055085;GO:0016020
3,ADKP,ADKP-0001,NONE,LOC111272785,NONE,NONE,IscW_ISCW021414,LOC107369254,ROOT,GO:0016021
3,ABCY,ABCY-0009,NONE,LOC111273142,NONE,NONE,IscW_ISCW019313,LOC107365531,ROOT,NA
3,ACZV,ACZV-0001,NONE,LOC111273213,NONE,LOC108865086,IscW_ISCW016002,NONE,to_isca,NA
3,ACUJ,ACUJ-0002,NONE,LOC111273264,maker-scaffold0000003907-augustus-gene-0*4-mRNA-1,NONE,IscW_ISCW018669,NONE,to_isca,NA
3,ACBT,ACBT-0003,NONE,LOC111273296,NONE,NONE,IscW_ISCW020768,LOC107371384,ROOT,GO:0009982;GO:0003723;GO:0001522
3,BGDJ,BGDJ-0001,NONE,LOC111273367,NONE,NONE,IscW_ISCW011372,LOC107369269,ROOT,NA
3,AMOZ,AMOZ-0001,NONE,LOC111273397,NONE,LOC100904449,IscW_ISCW016055,NONE,to_isca,NA
3,AMND,AMND-0001,NONE,LOC111273402,NONE,NONE,IscW_ISCW016022,COX1,ROOT,NA
3,ADOJ,ADOJ-0002,NONE,LOC111273407,maker-scaffold0000004831-augustus-gene-0*8-mRNA-1,NONE,IscW_ISCW015941,NONE,to_isca,NA
3,ANXV,ANXV-0001,NONE,LOC111273420,NONE,NONE,IscW_ISCW005989,LOC107363395,ROOT,NA
3,AKWJ,AKWJ-0001,NONE,LOC111273515,NONE,NONE,IscW_ISCW016735,ND5,ROOT,NA
3,ABNL,ABNL-0002,NONE,LOC111273546,NONE,NONE,IscW_ISCW015295,LOC107364958,ROOT,NA
3,ACHY,ACHY-0003,NONE,LOC111273550,NONE,NONE,IscW_ISCW011533,LOC107362848,ROOT,GO:0003676
3,AWUH,AWUH-0001,NONE,LOC111273686,genemark-scaffold0000017063-processed-gene-0*2-mRNA-1,NONE,IscW_ISCW004233,NONE,to_isca,NA
3,ABHQ,ABHQ-0006,NONE,LOC111273857,NONE,NONE,IscW_ISCW023706,LOC107363723,ROOT,GO:0060828;GO:0048513;GO:0005509;GO:0005515;GO:0030509
3,AMRQ,AMRQ-0001,NONE,LOC111273995,genemark-scaffold0000029238-processed-gene-0*8-mRNA-1,LOC108864178,NONE,NONE,to_mocc,NA
3,AGSH,AGSH-0001,NONE,NONE,augustus-scaffold0000000067-processed-gene-0*3-mRNA-1,NONE,IscW_ISCW012561,LOC107366531,ROOT,NA
3,ALMS,ALMS-0001,NONE,NONE,augustus-scaffold0000002190-processed-gene-0*17-mRNA-1,LOC100904708,IscW_ISCW024287,NONE,to_isca,NA
3,AOTR,AOTR-0001,NONE,NONE,augustus-scaffold0000002512-processed-gene-0*15-mRNA-1,NONE,IscW_ISCW018725,LOC107370279,ROOT,NA
3,ANOL,ANOL-0001,NONE,NONE,augustus-scaffold0000005677-processed-gene-0*5-mRNA-1,NONE,IscW_ISCW016856,LOC107363288,ROOT,NA
3,AMUH,AMUH-0001,NONE,NONE,augustus-scaffold0000006581-processed-gene-0*17-mRNA-1,LOC100904052,IscW_ISCW019235,NONE,to_isca,NA
3,AMTZ,AMTZ-0001,NONE,NONE,augustus-scaffold0000007516-processed-gene-0*14-mRNA-1,LOC100906953,IscW_ISCW018462,NONE,to_isca,NA
3,ALRF,ALRF-0001,NONE,NONE,augustus-scaffold0000008438-processed-gene-0*13-mRNA-1,LOC100905872,IscW_ISCW003459,NONE,to_isca,NA
3,APCD,APCD-0001,NONE,NONE,genemark-scaffold0000001968-processed-gene-0*5-mRNA-1,NONE,IscW_ISCW009261,LOC107359253,ROOT,NA
3,ABXF,ABXF-0001,NONE,NONE,genemark-scaffold0000004173-processed-gene-0*17-mRNA-1,LOC108864036,IscW_ISCW002525,NONE,to_isca,NA
3,AMPH,AMPH-0001,NONE,NONE,genemark-scaffold0000004421-processed-gene-0*7-mRNA-1,LOC108865154,IscW_ISCW020522,NONE,to_isca,NA
3,ADWZ,ADWZ-0001,NONE,NONE,genemark-scaffold0000013969-processed-gene-0*5-mRNA-1,LOC100901051,IscW_ISCW018345,NONE,to_isca,NA
3,AEBW,AEBW-0001,NONE,NONE,genemark-scaffold0000023746-processed-gene-0*3-mRNA-1,LOC108863881,IscW_ISCW014501,NONE,to_isca,GO:0005634;GO:0003713;GO:0003677
